,Y,buzz_News,buzz_News_Headline,buzz_News_Social,buzz_Social,innovation_News,innovation_News_Headline,innovation_News_Social,innovation_Social,laborDispute_News,laborDispute_News_Headline,laborDispute_News_Social,laborDispute_Social,layoffs_News,layoffs_News_Headline,layoffs_News_Social,layoffs_Social,managementTrust_News,managementTrust_News_Headline,managementTrust_News_Social,managementTrust_Social,mentions_News,mentions_News_Headline,mentions_News_Social,mentions_Social,ticker_
75,2023,1090.2,5.0,1260.7,170.5,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.0,272.0,22.0,292.0,20.0,SMDS
76,2022,7719.3,384.5,13858.5,6139.2,0.142857,0.0,0.064516,0.034483,0.0,0.0,0.013889,0.016393,0.007491,0.0,0.022989,0.022989,0.114286,0.0,0.108108,0.101695,2841.0,372.0,4838.0,1997.0,ABDN
77,2023,3593.0,137.0,4917.5,1324.5,0.026667,0.0,0.024096,0.003311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046512,0.0,0.06,0.085714,1323.0,108.0,1628.0,305.0,ABDN
78,2022,22131.05,907.5,27496.8,5365.75,0.090909,0.25,0.04878,1.0,0.00823,0.0,0.029412,0.041667,0.012195,0.0,0.007042,0.0,0.125,0.125,0.115385,0.122449,5475.0,542.0,7109.0,1634.0,SDR
79,2023,2633.5,102.0,3079.0,445.5,0.111111,0.0,0.111111,0.045455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045455,0.045455,1011.0,102.0,1087.0,76.0,SDR
80,2022,17564.35,414.5,25032.55,7468.2,0.079096,0.083333,0.333333,0.333333,0.019802,0.0,0.076923,0.142857,0.0,0.0,0.0,0.0,0.042553,0.0,0.102564,0.121212,2863.0,217.0,4896.0,2033.0,SVT
81,2023,6335.0,193.5,10825.5,4490.5,0.04,0.0,0.034483,0.5,0.019608,0.0,0.012048,0.021277,0.0,0.0,0.0,0.0,0.011905,0.0,0.010526,0.012048,1355.0,96.0,2310.0,955.0,SVT
82,2022,6283.55,103.5,7001.25,717.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017094,0.0,0.017094,0.0,1227.0,96.0,1724.0,497.0,PSN
83,2023,6692.5,218.0,6784.5,92.0,0.007874,0.0,0.007874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012116,0.0,0.012116,0.0,1097.0,86.0,1135.0,38.0,PSN
84,2022,18235.2,611.5,19977.9,1742.7,0.142857,0.0,0.142857,0.285714,0.002088,0.0,0.008772,0.076923,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.054795,4080.0,404.0,5356.0,1276.0,REL
85,2023,8069.7,255.0,8233.7,164.0,0.04,0.0,0.038462,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010582,0.0,0.010309,0.0,2803.0,290.0,2930.0,127.0,REL
86,2022,3001.5,118.5,5045.4,2043.9,0.111111,0.0,0.090909,0.066667,0.0,0.0,0.035714,0.0625,0.0,0.0,0.0,0.0,0.007407,0.0,0.166667,0.166667,1565.0,815.0,2328.0,763.0,MNG
87,2023,304.0,34.0,411.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,321.0,511.0,46.0,MNG
88,2022,7279.5,171.5,7839.0,559.5,0.055556,0.0,0.055556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171429,0.0,0.166667,0.0,1995.0,134.0,2412.0,417.0,SGE
89,2023,2126.9,53.0,2799.9,673.0,0.060606,0.0,0.060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008529,0.0,0.012251,0.021739,581.0,30.0,883.0,302.0,SGE
90,2022,1289.6,65.5,1542.1,252.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.0,154.0,510.0,101.0,FCIT
91,2023,764.0,76.0,876.5,112.5,0.010204,0.0,0.010204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,31.0,242.0,18.0,FCIT
92,2022,3856.75,157.0,5719.75,1863.0,0.011364,0.0,0.071429,0.071429,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.117647,0.0,0.068966,0.034483,1148.0,92.0,1517.0,369.0,BKG
93,2023,1705.9,62.0,1845.9,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.0,35.0,616.0,21.0,BKG
94,2022,27920.75,703.5,29237.5,1316.75,0.2,0.5,0.2,0.25,0.090909,0.142857,0.090909,0.0,0.043478,0.0,0.04,0.0,0.052033,0.0,0.052033,0.0,6902.0,362.0,7596.0,694.0,INF
95,2023,9529.6,273.5,10213.1,683.5,0.142857,0.0,0.142857,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478,0.0,0.043478,0.083333,2236.0,172.0,2456.0,220.0,INF
96,2022,18584.600000000002,537.0,31240.45,12655.85,0.5,0.25,0.097561,0.097561,0.083333,0.0,0.044944,0.044944,0.071429,0.0,0.2,0.2,0.0625,0.0,0.137931,0.137931,3589.0,282.0,6054.0,2465.0,CPG
97,2023,7860.1,235.0,10013.6,2153.5,0.357143,0.0,0.263158,0.2,0.08,0.0,0.08,0.030303,0.4,0.0,0.285714,0.012422,0.093458,0.0,0.071685,0.010256,2324.0,191.0,2673.0,349.0,CPG
98,2022,7562.95,363.0,9776.65,2213.7,0.083333,0.0,0.111111,0.111111,0.0,0.0,0.047619,0.047619,0.0,0.0,0.00489,0.020619,0.133333,0.0,0.166667,0.166667,1982.0,240.0,2758.0,776.0,WEIR
99,2023,3870.8,173.5,4063.3,192.5,0.019293,0.0,0.019048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015504,0.0,0.015385,0.0,1313.0,135.0,1450.0,137.0,WEIR
100,2022,8620.05,182.0,19238.8,10618.75,0.166667,0.0,0.117647,0.222222,0.307692,0.0,0.307692,0.2,0.032432,0.0,0.028169,0.033058,0.066667,0.0,0.083333,0.083333,2023.0,126.0,3914.0,1891.0,BT.A
101,2023,2570.5,30.0,4029.2,1458.7,0.05042,0.0,0.05042,0.0,0.0,0.0,0.032787,0.032787,0.004545,0.0,0.015686,0.085714,0.028169,0.0,0.019465,0.0,562.0,37.0,816.0,254.0,BT.A
102,2022,54792.05,1635.5,71008.9,16216.85,0.076923,0.0,0.061069,0.125,0.007273,0.0,0.020305,0.066667,0.0,0.0,0.006289,0.013986,0.035704,0.0,0.070461,0.148571,11433.0,585.0,15007.0,3574.0,EXPN
103,2023,26016.7,840.0,30230.3,4213.6,0.055556,0.2,0.051813,0.2,0.0,0.0,0.0,0.0,0.043478,0.0,0.043478,0.0,0.039024,0.0,0.033613,0.0,5569.0,321.0,6798.0,1229.0,EXPN
104,2022,3581.3,137.5,3830.3,249.0,0.015504,0.0,0.015504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255319,0.333333,0.255319,0.0,1117.0,126.0,1392.0,275.0,DCC
105,2023,1823.1,80.0,1847.1,24.0,0.006667,0.0,0.006667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017241,0.0,0.017241,0.0,478.0,44.0,495.0,17.0,DCC
106,2022,7100.35,330.0,7733.35,633.0,0.052632,0.0,0.052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064516,0.0,0.055556,0.0,1916.0,295.0,2496.0,580.0,WPP
107,2023,4811.1,185.5,4887.1,76.0,0.008621,0.0,0.008621,0.0,0.0,0.0,0.0,0.0,0.058824,0.0,0.058824,0.0,0.069565,0.0,0.069565,0.0,1775.0,206.0,1831.0,56.0,WPP
108,2022,246257.4,11115.15,292493.15,46235.75,0.045977,0.071429,0.03966,0.014493,0.013761,0.090909,0.0125,0.034483,0.022383,0.006079,0.020619,0.025974,0.019316,0.0,0.016541,0.059259,45717.0,4101.0,55587.0,9870.0,TSCO
109,2023,120089.1,5397.5,140030.3,19941.2,0.023346,0.0,0.020045,0.051282,0.010471,0.066667,0.009174,0.022624,0.030916,0.013158,0.015777,0.019802,0.009699,0.001978,0.008011,0.012346,24623.0,2038.0,29347.0,4724.0,TSCO
110,2022,15195.35,471.0,21455.0,6259.65,0.028571,0.0,0.022222,0.013889,0.0,0.0,0.043478,0.043478,0.0,0.0,0.014184,0.026667,0.066667,0.0,0.181818,0.181818,3582.0,213.0,5421.0,1839.0,IHG
111,2023,8737.0,263.5,9290.0,553.0,0.028169,0.0,0.028169,0.0,0.0,0.0,0.0,0.0,0.002685,0.0,0.002484,0.0,0.111111,0.0,0.111111,0.0,2285.0,139.0,2543.0,258.0,IHG
112,2022,4239.05,213.5,5939.75,1700.7,0.076923,0.0,0.076923,0.066667,0.0,0.0,0.009662,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1261.0,111.0,1871.0,610.0,III
113,2023,1957.5,105.0,2249.0,291.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022599,0.333333,0.022346,0.0,811.0,60.0,892.0,81.0,III
114,2022,5095.5,225.5,5672.0,576.5,0.090909,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,1733.0,182.0,2227.0,494.0,SPX
115,2023,2450.9,93.0,2498.9,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001379,0.0,0.001355,0.0,738.0,59.0,760.0,22.0,SPX
116,2022,123648.85,5413.75,153219.9,29571.05,0.044444,0.0,0.037736,0.071429,0.023297,0.1875,0.02,0.052632,0.023392,0.222222,0.016667,0.011561,0.028037,0.0,0.073298,0.119658,23479.0,2043.0,31026.0,7547.0,SBRY
117,2023,59306.9,2205.0,68231.1,8924.2,0.043243,0.166667,0.032626,0.020513,0.012253,0.095238,0.011807,0.027778,0.003077,0.018519,0.003604,0.032787,0.029412,0.0,0.025806,0.017544,14393.0,1200.0,17087.0,2694.0,SBRY
118,2022,10285.25,448.0,11487.5,1202.25,0.25,0.0,0.25,0.111111,0.061069,0.0,0.061069,0.090909,0.0,0.0,0.0,0.0,0.017241,0.0,0.038462,0.058824,3314.0,288.0,3817.0,503.0,CRDA
119,2023,4654.5,298.5,4905.5,251.0,0.125,0.0,0.111111,0.111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2047.0,170.0,2172.0,125.0,CRDA
120,2022,222.5,98.5,273.5,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,75.0,166.0,28.0,AUTO
121,2023,126.0,9.5,145.5,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,18.0,4.0,AUTO
122,2022,52134.95,1405.5,66322.9,14187.95,0.2,0.5,0.2,0.25,0.031189,0.0,0.038462,0.058824,0.005063,0.0,0.004376,0.0,0.117647,0.6,0.063492,0.076923,26149.0,688.0,30850.0,4701.0,LSEG
123,2023,18574.0,519.0,20748.0,2174.0,0.065934,0.0,0.065934,0.086957,0.0,0.0,0.022472,0.030769,0.004386,0.0,0.014388,0.076923,0.081818,0.0,0.077586,0.019802,6938.0,327.0,7782.0,844.0,LSEG
124,2022,112974.95,4523.95,126179.65,13204.7,0.071429,0.2,0.05298,0.064516,0.007394,0.0,0.006163,0.011834,0.015686,0.111111,0.01626,0.052632,0.050269,0.041667,0.027972,0.5,25691.0,2273.0,31431.0,5740.0,ULVR
125,2023,83546.0,2655.0,97327.5,13781.5,0.071233,0.095238,0.068241,0.028777,0.018045,0.047619,0.020498,0.111111,0.006015,0.0,0.015504,0.023529,0.0228,0.022727,0.025641,0.115385,19698.0,1170.0,23444.0,3746.0,ULVR
126,2022,5562.15,162.5,9224.4,3662.25,0.003521,0.0,0.076923,0.114286,0.0,0.0,0.0,0.0,0.003521,0.0,0.002941,0.0,0.032258,0.0,0.033898,0.047619,1591.0,150.0,2431.0,840.0,RTO
127,2023,8385.5,330.5,8966.5,581.0,0.018519,0.0,0.052632,0.052632,0.010638,0.0,0.010638,0.0,0.0,0.0,0.0,0.0,0.035714,0.0,0.035714,0.0,2812.0,308.0,2974.0,162.0,RTO
128,2022,243283.2,15486.0,449275.35,205992.15,0.064706,0.095238,0.093599,0.142202,0.009346,0.005698,0.005063,0.005764,0.045673,0.25,0.02721,0.018349,0.06087,0.214286,0.040936,0.034026,42809.0,6462.0,92778.0,49969.0,HSBA
129,2023,116217.3,8064.6,187789.1,71571.8,0.028169,0.033333,0.012841,0.010681,0.002958,0.0,0.003738,0.007663,0.016529,0.010208,0.006421,0.010444,0.013605,0.0,0.008538,0.020339,21304.0,3316.0,40733.0,19429.0,HSBA
130,2022,19078.45,1151.0,21582.15,2503.7,0.04,0.0,0.25,0.25,0.0,0.0,0.057143,0.057143,0.0,0.0,0.0,0.0,0.134831,0.0,0.113208,0.103448,3880.0,379.0,4708.0,828.0,BNZL
131,2023,7801.3,449.5,8287.3,486.0,0.064103,0.0,0.057471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03252,0.0,0.032787,0.133333,2236.0,213.0,2347.0,111.0,BNZL
132,2022,22914.9,940.0,26278.1,3363.2,0.142857,0.5,0.142857,0.0,0.074074,0.0,0.071429,0.0,0.0,0.0,0.0,0.0,0.230769,0.0,0.230769,0.0,5651.0,441.0,7760.0,2109.0,RKT
133,2023,10012.2,331.5,10596.7,584.5,0.155556,0.0,0.154867,0.333333,0.035714,0.0,0.034188,0.0,0.001502,0.0,0.001387,0.0,0.051948,0.0,0.051948,0.0,2604.0,218.0,2835.0,231.0,RKT
134,2022,3840.25,234.0,4722.75,882.5,0.133333,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020997,0.0,0.01995,0.0,1242.0,159.0,1899.0,657.0,CRH
135,2023,1511.0,108.5,1789.5,278.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011299,0.0,0.011299,0.0,581.0,76.0,814.0,233.0,CRH
136,2022,19293.95,919.4,21855.65,2561.7,0.121212,0.0,0.121212,0.019608,0.0,0.0,0.008097,0.055556,0.008084,0.0,0.012315,0.014663,0.117647,0.0,0.068966,0.05,3927.0,475.0,5029.0,1102.0,HSX
