versionCreated,text,storyId,sourceCode
2022-11-30 11:37:02+00:00,BREAKINGVIEWS-Ireland picks cheeky moment to lift bank bonus cap,urn:newsml:newswire.refinitiv.com:20221130:nL4N32Q2QB:3,NS:RTRS
2022-11-30 07:45:44+00:00,Bank of England consults on remaining Basel bank capital rules,urn:newsml:newswire.refinitiv.com:20221130:nL8N32Q1L3:4,NS:RTRS
2022-11-28 16:31:28+00:00,UPDATE 1-Banker with cancer claims $5 million from NatWest over dismissal,urn:newsml:newswire.refinitiv.com:20221128:nL1N32O18S:3,NS:RTRS
2022-11-28 15:33:02+00:00,Banker with cancer claims $5 million from NatWest for unfair dismissal,urn:newsml:newswire.refinitiv.com:20221128:nL8N32J57L:3,NS:RTRS
2022-11-25 11:39:46+00:00,"BUZZ-Top of the Street: Lloyds, Deutsche Bank, NatWest Group, ACS",urn:newsml:newswire.refinitiv.com:20221125:nL8N32L26P:1,NS:RTRS
2022-11-25 06:10:25.234000+00:00,NATWEST GROUP PLC <NWG.L>: RBC CUTS TO SECTOR PERFORM FROM OUTPERFORM; CUTS TARGET PRICE TO 290P FROM 300P,urn:newsml:newswire.refinitiv.com:20221125:nFWN32K05G:1,NS:RTRS
2022-11-24 10:00:00+00:00,"IRISH CENTRAL BANK - 2022 ASSESSMENT DID NOT RESULT IN ANY CHANGE TO O-SII BUFFER RATES, APPLICABLE INSTITUTIONS",urn:newsml:newswire.refinitiv.com:20221124:nS8N30T03K:3,NS:RTRS
2022-11-24 10:00:00+00:00,"Irish c.bank increases capital buffer, clamps down on property funds",urn:newsml:newswire.refinitiv.com:20221124:nS8N30T03K:3,NS:RTRS
2022-11-22 11:38:30+00:00,BUZZ-HSBC sees 'fears fading' for European banks,urn:newsml:newswire.refinitiv.com:20221122:nL8N32I318:1,NS:RTRS
2022-11-22 07:49:55+00:00,UPDATE 1-UK Stocks-Factors to watch on Nov 22,urn:newsml:newswire.refinitiv.com:20221122:nL4N32I1GA:1,NS:RTRS
